date,dam_id,day_of_year,month,month_sin,month_cos,temp_mean,temp_max,temp_min,precip_mm,et0_mm,wind_kmh,population,irrigation_area_ha,catchment_area_km2,irrigation_season_flag,is_ramadan,fill_ratio,inflow_m3,evap_m3,pop_m3,industry_m3,agri_m3,total_demand_m3,demand_lag_1d,fill_lag_1d,demand_lag_7d,fill_lag_7d,demand_lag_14d,fill_lag_14d,demand_lag_30d,fill_lag_30d
2024-01-11,dam_smba,11,1,0.49999999999999994,0.8660254037844387,11.4,14.9,8.3,7.4,0.5,9.7,2500000,5000,9800,0,0,0.6535,15140013.0,3111.0,270121.0,50362.0,4014.0,324497.0,355463.0,0.6383,351759.0,0.6109,341194.0,0.598,341194.0,0.598
2024-01-12,dam_smba,12,1,0.49999999999999994,0.8660254037844387,14.4,19.3,10.9,1.1,0.5,9.9,2500000,5000,9800,0,0,0.6558,2657792.0,3185.0,297636.0,69151.0,5332.0,372119.0,324497.0,0.6535,340922.0,0.6401,341194.0,0.598,341194.0,0.598
2024-01-13,dam_smba,13,1,0.49999999999999994,0.8660254037844387,11.7,15.4,8.2,7.5,0.5,13.1,2500000,5000,9800,0,0,0.6738,17854761.0,3196.0,277463.0,70939.0,3981.0,352383.0,372119.0,0.6558,326154.0,0.6397,341194.0,0.598,341194.0,0.598
2024-01-14,dam_smba,14,1,0.49999999999999994,0.8660254037844387,14.0,17.3,10.2,2.4,0.5,8.2,2500000,5000,9800,0,0,0.6788,5292630.0,3284.0,313997.0,59303.0,5066.0,378366.0,352383.0,0.6738,355628.0,0.6394,341194.0,0.598,341194.0,0.598
2024-01-15,dam_smba,15,1,0.49999999999999994,0.8660254037844387,15.1,22.7,9.1,0.0,0.5,8.5,2500000,5000,9800,0,0,0.6785,0.0,3309.0,274846.0,59993.0,4455.0,339293.0,378366.0,0.6788,353004.0,0.639,341194.0,0.598,341194.0,0.598
2024-01-16,dam_smba,16,1,0.49999999999999994,0.8660254037844387,14.0,17.3,7.8,1.1,0.5,12.1,2500000,5000,9800,0,0,0.6809,2694365.0,3307.0,269445.0,61988.0,4639.0,336072.0,339293.0,0.6785,334723.0,0.6387,346997.0,0.5977,341194.0,0.598
2024-01-17,dam_smba,17,1,0.49999999999999994,0.8660254037844387,13.3,17.4,7.1,0.0,0.5,16.2,2500000,5000,9800,0,0,0.6805,0.0,3319.0,286807.0,63389.0,4102.0,354299.0,336072.0,0.6809,355463.0,0.6383,344266.0,0.5973,341194.0,0.598
2024-01-18,dam_smba,18,1,0.49999999999999994,0.8660254037844387,14.1,17.3,10.5,0.0,0.56,12.6,2500000,5000,9800,0,0,0.6801,0.0,3715.0,290395.0,70799.0,4890.0,366084.0,354299.0,0.6805,324497.0,0.6535,351759.0,0.6109,341194.0,0.598
2024-01-19,dam_smba,19,1,0.49999999999999994,0.8660254037844387,17.7,24.7,13.4,0.0,0.5,13.5,2500000,5000,9800,0,0,0.6798,0.0,3315.0,287240.0,59870.0,4125.0,351235.0,366084.0,0.6801,372119.0,0.6558,340922.0,0.6401,341194.0,0.598
2024-01-20,dam_smba,20,1,0.49999999999999994,0.8660254037844387,14.4,25.5,10.4,11.2,1.24,20.4,2500000,5000,9800,0,0,0.7025,22549374.0,8217.0,290370.0,58784.0,4493.0,353647.0,351235.0,0.6798,352383.0,0.6738,326154.0,0.6397,341194.0,0.598
2024-01-21,dam_smba,21,1,0.49999999999999994,0.8660254037844387,15.8,19.5,11.6,4.2,0.5,9.9,2500000,5000,9800,0,0,0.7112,8745689.0,3424.0,263589.0,50871.0,4654.0,319114.0,353647.0,0.7025,378366.0,0.6788,355628.0,0.6394,341194.0,0.598
2024-01-22,dam_smba,22,1,0.49999999999999994,0.8660254037844387,14.8,20.1,8.0,0.0,0.5,10.4,2500000,5000,9800,0,0,0.7108,0.0,3466.0,282223.0,63563.0,4170.0,349956.0,319114.0,0.7112,339293.0,0.6785,353004.0,0.639,341194.0,0.598
2024-01-23,dam_smba,23,1,0.49999999999999994,0.8660254037844387,15.0,21.7,11.9,0.0,0.5,9.0,2500000,5000,9800,0,0,0.7104,0.0,3464.0,280577.0,63928.0,4648.0,349154.0,349956.0,0.7108,336072.0,0.6809,334723.0,0.6387,341194.0,0.598
2024-01-24,dam_smba,24,1,0.49999999999999994,0.8660254037844387,13.8,17.9,8.0,2.9,0.89,13.2,2500000,5000,9800,0,0,0.718,7746102.0,6164.0,277822.0,64944.0,5496.0,348262.0,349154.0,0.7104,354299.0,0.6805,355463.0,0.6383,341194.0,0.598
2024-01-25,dam_smba,25,1,0.49999999999999994,0.8660254037844387,15.1,18.9,10.0,2.4,0.5,8.3,2500000,5000,9800,0,0,0.724,6225799.0,3500.0,303211.0,73318.0,3977.0,380506.0,348262.0,0.718,366084.0,0.6801,324497.0,0.6535,341194.0,0.598
2024-01-26,dam_smba,26,1,0.49999999999999994,0.8660254037844387,15.8,21.0,11.4,0.0,1.18,12.8,2500000,5000,9800,0,0,0.7236,0.0,8328.0,305165.0,66796.0,5199.0,377160.0,380506.0,0.724,351235.0,0.6798,372119.0,0.6558,341194.0,0.598
2024-01-27,dam_smba,27,1,0.49999999999999994,0.8660254037844387,14.8,18.8,11.6,11.2,0.5,8.1,2500000,5000,9800,0,0,0.7447,20910144.0,3527.0,296541.0,69096.0,4897.0,370533.0,377160.0,0.7236,353647.0,0.7025,352383.0,0.6738,341194.0,0.598
2024-01-28,dam_smba,28,1,0.49999999999999994,0.8660254037844387,19.0,23.6,15.2,0.0,0.5,9.6,2500000,5000,9800,0,0,0.7443,0.0,3630.0,284026.0,58741.0,6147.0,348914.0,370533.0,0.7447,319114.0,0.7112,378366.0,0.6788,341194.0,0.598
2024-01-29,dam_smba,29,1,0.49999999999999994,0.8660254037844387,17.1,23.2,12.5,1.6,1.38,12.7,2500000,5000,9800,0,0,0.7479,3810861.0,10013.0,279775.0,57282.0,5326.0,342384.0,348914.0,0.7443,349956.0,0.7108,339293.0,0.6785,341194.0,0.598
2024-01-30,dam_smba,30,1,0.49999999999999994,0.8660254037844387,17.2,20.4,13.2,0.0,0.5,11.5,2500000,5000,9800,0,0,0.7475,0.0,3645.0,305932.0,70703.0,4839.0,381474.0,342384.0,0.7479,349154.0,0.7104,336072.0,0.6809,341194.0,0.598
2024-01-31,dam_smba,31,1,0.49999999999999994,0.8660254037844387,17.9,23.5,14.4,0.0,0.54,11.6,2500000,5000,9800,0,0,0.7471,0.0,3935.0,309808.0,84746.0,5327.0,399880.0,381474.0,0.7475,348262.0,0.718,354299.0,0.6805,341194.0,0.598
2024-02-01,dam_smba,32,2,0.8660254037844386,0.5000000000000001,18.2,23.1,13.5,0.0,0.72,13.3,2500000,5000,9800,0,0,0.7467,0.0,5243.0,299912.0,64588.0,4838.0,369338.0,399880.0,0.7471,380506.0,0.724,366084.0,0.6801,346997.0,0.5977
2024-02-02,dam_smba,33,2,0.8660254037844386,0.5000000000000001,16.7,20.3,13.3,0.0,1.82,10.1,2500000,5000,9800,0,0,0.7463,0.0,13247.0,321273.0,74047.0,6145.0,401465.0,369338.0,0.7467,377160.0,0.7236,351235.0,0.6798,344266.0,0.5973
2024-02-03,dam_smba,34,2,0.8660254037844386,0.5000000000000001,15.9,19.5,6.4,0.5,0.58,10.8,2500000,5000,9800,0,0,0.7472,1268945.0,4219.0,304085.0,58046.0,4733.0,366864.0,401465.0,0.7463,370533.0,0.7447,353647.0,0.7025,351759.0,0.6109
2024-02-04,dam_smba,35,2,0.8660254037844386,0.5000000000000001,12.3,18.2,5.6,0.0,0.73,10.2,2500000,5000,9800,0,0,0.7468,0.0,5317.0,305547.0,68775.0,5947.0,380268.0,366864.0,0.7472,348914.0,0.7443,319114.0,0.7112,340922.0,0.6401
2024-02-05,dam_smba,36,2,0.8660254037844386,0.5000000000000001,16.5,22.7,9.5,2.4,0.5,18.4,2500000,5000,9800,0,0,0.7507,4113028.0,3640.0,283978.0,54014.0,5447.0,343439.0,380268.0,0.7468,342384.0,0.7479,349956.0,0.7108,326154.0,0.6397
2024-02-06,dam_smba,37,2,0.8660254037844386,0.5000000000000001,22.6,25.7,19.1,0.0,0.61,12.2,2500000,5000,9800,0,0,0.7503,0.0,4464.0,310728.0,71828.0,5138.0,387694.0,343439.0,0.7507,381474.0,0.7475,349154.0,0.7104,355628.0,0.6394
2024-02-07,dam_smba,38,2,0.8660254037844386,0.5000000000000001,18.5,21.9,13.7,1.6,1.04,12.2,2500000,5000,9800,0,0,0.7528,2834623.0,7606.0,291294.0,59556.0,5938.0,356789.0,387694.0,0.7503,399880.0,0.7471,348262.0,0.718,353004.0,0.639
2024-02-08,dam_smba,39,2,0.8660254037844386,0.5000000000000001,17.5,20.9,12.1,0.0,1.39,13.3,2500000,5000,9800,0,0,0.7524,0.0,10200.0,303455.0,63139.0,5392.0,371986.0,356789.0,0.7528,369338.0,0.7467,380506.0,0.724,334723.0,0.6387
2024-02-09,dam_smba,40,2,0.8660254037844386,0.5000000000000001,17.2,21.0,14.1,0.9,2.32,17.9,2500000,5000,9800,0,0,0.7546,2505407.0,17015.0,279523.0,55429.0,5929.0,340881.0,371986.0,0.7524,401465.0,0.7463,377160.0,0.7236,355463.0,0.6383
2024-02-10,dam_smba,41,2,0.8660254037844386,0.5000000000000001,18.1,21.2,14.6,12.6,1.92,14.0,2500000,5000,9800,0,0,0.7822,27324945.0,14123.0,308177.0,61313.0,5980.0,375470.0,340881.0,0.7546,366864.0,0.7472,370533.0,0.7447,324497.0,0.6535
2024-02-11,dam_smba,42,2,0.8660254037844386,0.5000000000000001,18.4,21.8,15.0,0.0,1.15,14.1,2500000,5000,9800,0,0,0.7818,0.0,8769.0,318831.0,71181.0,6842.0,396854.0,375470.0,0.7822,380268.0,0.7468,348914.0,0.7443,372119.0,0.6558
2024-02-12,dam_smba,43,2,0.8660254037844386,0.5000000000000001,17.7,22.3,14.4,0.0,2.18,5.7,2500000,5000,9800,0,0,0.7814,0.0,16614.0,310964.0,67332.0,7288.0,385584.0,396854.0,0.7818,343439.0,0.7507,342384.0,0.7479,352383.0,0.6738
2024-02-13,dam_smba,44,2,0.8660254037844386,0.5000000000000001,17.2,21.3,12.9,0.0,1.66,18.6,2500000,5000,9800,0,0,0.781,0.0,12644.0,295521.0,66541.0,5891.0,367953.0,385584.0,0.7814,387694.0,0.7503,381474.0,0.7475,378366.0,0.6788
2024-02-14,dam_smba,45,2,0.8660254037844386,0.5000000000000001,14.8,19.3,10.0,0.0,1.39,17.4,2500000,5000,9800,0,0,0.7806,0.0,10582.0,296197.0,68491.0,5485.0,370173.0,367953.0,0.781,356789.0,0.7528,399880.0,0.7471,339293.0,0.6785
2024-02-15,dam_smba,46,2,0.8660254037844386,0.5000000000000001,19.1,23.6,15.2,0.0,1.84,16.0,2500000,5000,9800,0,0,0.7802,0.0,14001.0,332511.0,71941.0,7105.0,411557.0,370173.0,0.7806,371986.0,0.7524,369338.0,0.7467,336072.0,0.6809
2024-02-16,dam_smba,47,2,0.8660254037844386,0.5000000000000001,17.5,20.7,13.8,10.4,2.07,13.0,2500000,5000,9800,0,0,0.8018,21529444.0,15743.0,331257.0,65257.0,6504.0,403018.0,411557.0,0.7802,340881.0,0.7546,401465.0,0.7463,354299.0,0.6805
2024-02-17,dam_smba,48,2,0.8660254037844386,0.5000000000000001,20.6,23.7,13.9,0.0,1.7,10.2,2500000,5000,9800,0,0,0.8014,0.0,13288.0,319135.0,68008.0,6014.0,393157.0,403018.0,0.8018,375470.0,0.7822,366864.0,0.7472,366084.0,0.6801
2024-02-18,dam_smba,49,2,0.8660254037844386,0.5000000000000001,17.3,22.1,12.9,0.0,1.81,10.1,2500000,5000,9800,0,0,0.801,0.0,14140.0,324536.0,58526.0,6995.0,390058.0,393157.0,0.8014,396854.0,0.7818,380268.0,0.7468,351235.0,0.6798
2024-02-19,dam_smba,50,2,0.8660254037844386,0.5000000000000001,17.2,28.2,12.9,0.0,0.71,14.7,2500000,5000,9800,0,0,0.8006,0.0,5544.0,324787.0,65567.0,5275.0,395629.0,390058.0,0.801,385584.0,0.7814,343439.0,0.7507,353647.0,0.7025
2024-02-20,dam_smba,51,2,0.8660254037844386,0.5000000000000001,18.8,25.2,14.4,0.0,2.21,9.1,2500000,5000,9800,0,0,0.8002,0.0,17247.0,315459.0,77983.0,7299.0,400741.0,395629.0,0.8006,367953.0,0.781,387694.0,0.7503,319114.0,0.7112
2024-02-21,dam_smba,52,2,0.8660254037844386,0.5000000000000001,21.7,27.7,18.4,0.0,2.5,14.6,2500000,5000,9800,0,0,0.7997,0.0,19500.0,324697.0,71141.0,6682.0,402520.0,400741.0,0.8002,370173.0,0.7806,356789.0,0.7528,349956.0,0.7108
2024-02-22,dam_smba,53,2,0.8660254037844386,0.5000000000000001,19.4,23.2,15.7,5.3,2.22,17.0,2500000,5000,9800,0,0,0.8105,10920085.0,17306.0,322460.0,74474.0,7456.0,404390.0,402520.0,0.7997,411557.0,0.7802,371986.0,0.7524,349154.0,0.7104
2024-02-23,dam_smba,54,2,0.8660254037844386,0.5000000000000001,16.9,20.8,13.5,0.0,2.19,16.5,2500000,5000,9800,0,0,0.8101,0.0,17303.0,331609.0,72060.0,7005.0,410674.0,404390.0,0.8105,403018.0,0.8018,340881.0,0.7546,348262.0,0.718
2024-02-24,dam_smba,55,2,0.8660254037844386,0.5000000000000001,19.2,23.9,15.1,2.6,3.31,13.4,2500000,5000,9800,0,0,0.8142,4441568.0,26137.0,323233.0,69088.0,6612.0,398933.0,410674.0,0.8101,393157.0,0.8014,375470.0,0.7822,380506.0,0.724
2024-02-25,dam_smba,56,2,0.8660254037844386,0.5000000000000001,15.3,20.1,8.4,0.0,1.41,10.4,2500000,5000,9800,0,0,0.8138,0.0,11191.0,320247.0,61276.0,6096.0,387619.0,398933.0,0.8142,390058.0,0.801,396854.0,0.7818,377160.0,0.7236
2024-02-26,dam_smba,57,2,0.8660254037844386,0.5000000000000001,16.3,19.8,13.2,0.0,1.56,7.2,2500000,5000,9800,0,0,0.8133,0.0,12375.0,331013.0,66726.0,6564.0,404303.0,387619.0,0.8138,395629.0,0.8006,385584.0,0.7814,370533.0,0.7447
2024-02-27,dam_smba,58,2,0.8660254037844386,0.5000000000000001,19.7,23.4,14.6,0.0,2.0,14.6,2500000,5000,9800,0,0,0.8129,0.0,15857.0,340295.0,71717.0,6086.0,418098.0,404303.0,0.8133,400741.0,0.8002,367953.0,0.781,348914.0,0.7443
2024-02-28,dam_smba,59,2,0.8660254037844386,0.5000000000000001,21.3,25.7,18.2,2.6,2.49,16.7,2500000,5000,9800,0,0,0.8189,6242126.0,19731.0,294070.0,59788.0,6646.0,360503.0,418098.0,0.8129,402520.0,0.7997,370173.0,0.7806,342384.0,0.7479
2024-02-29,dam_smba,60,2,0.8660254037844386,0.5000000000000001,19.1,25.4,16.0,0.1,1.45,10.4,2500000,5000,9800,0,0,0.8187,233096.0,11575.0,318764.0,77333.0,6827.0,402925.0,360503.0,0.8189,404390.0,0.8105,411557.0,0.7802,381474.0,0.7475
2024-03-01,dam_smba,61,3,1.0,6.123233995736766e-17,17.1,22.2,13.9,0.0,2.61,17.6,2500000,5000,9800,0,0,0.8183,0.0,20830.0,333147.0,66867.0,8138.0,408152.0,402925.0,0.8187,410674.0,0.8101,403018.0,0.8018,399880.0,0.7471
2024-03-02,dam_smba,62,3,1.0,6.123233995736766e-17,22.8,25.9,18.6,0.0,3.25,14.7,2500000,5000,9800,0,0,0.8178,0.0,25924.0,329853.0,73304.0,8052.0,411209.0,408152.0,0.8183,398933.0,0.8142,393157.0,0.8014,369338.0,0.7467
2024-03-03,dam_smba,63,3,1.0,6.123233995736766e-17,18.6,22.0,14.0,2.3,3.03,19.6,2500000,5000,9800,0,0,0.824,6393495.0,24156.0,330098.0,69524.0,6454.0,406077.0,411209.0,0.8178,387619.0,0.8138,390058.0,0.801,401465.0,0.7463
2024-03-04,dam_smba,64,3,1.0,6.123233995736766e-17,17.7,20.8,12.6,0.0,1.78,17.2,2500000,5000,9800,0,0,0.8235,0.0,14297.0,332400.0,68091.0,6714.0,407205.0,406077.0,0.824,404303.0,0.8133,395629.0,0.8006,366864.0,0.7472
2024-03-05,dam_smba,65,3,1.0,6.123233995736766e-17,19.4,23.5,14.3,0.0,2.66,15.5,2500000,5000,9800,0,0,0.8231,0.0,21354.0,354528.0,70044.0,6516.0,431088.0,407205.0,0.8235,418098.0,0.8129,400741.0,0.8002,380268.0,0.7468
2024-03-06,dam_smba,66,3,1.0,6.123233995736766e-17,21.4,29.3,17.8,0.0,2.65,17.9,2500000,5000,9800,0,0,0.8226,0.0,21261.0,361148.0,67733.0,7836.0,436717.0,431088.0,0.8231,360503.0,0.8189,402520.0,0.7997,343439.0,0.7507
2024-03-07,dam_smba,67,3,1.0,6.123233995736766e-17,21.6,28.6,17.9,2.1,2.91,15.1,2500000,5000,9800,0,0,0.8263,4047108.0,23334.0,321311.0,75450.0,6890.0,403651.0,436717.0,0.8226,402925.0,0.8187,404390.0,0.8105,387694.0,0.7503
2024-03-08,dam_smba,68,3,1.0,6.123233995736766e-17,23.1,26.7,18.6,0.0,2.51,9.8,2500000,5000,9800,0,0,0.8259,0.0,20217.0,311075.0,66125.0,6537.0,383737.0,403651.0,0.8263,408152.0,0.8183,410674.0,0.8101,356789.0,0.7528
2024-03-09,dam_smba,69,3,1.0,6.123233995736766e-17,17.0,21.2,13.9,0.0,3.54,11.8,2500000,5000,9800,0,0,0.8254,0.0,28499.0,347400.0,61910.0,8018.0,417328.0,383737.0,0.8259,411209.0,0.8178,398933.0,0.8142,371986.0,0.7524
2024-03-10,dam_smba,70,3,1.0,6.123233995736766e-17,22.0,27.2,16.6,0.9,2.88,17.9,2500000,5000,9800,0,0,0.8273,2206639.0,23173.0,336137.0,62260.0,7750.0,406148.0,417328.0,0.8254,406077.0,0.824,387619.0,0.8138,340881.0,0.7546
2024-03-11,dam_smba,71,3,1.0,6.123233995736766e-17,19.1,23.0,14.2,0.0,3.16,16.4,2500000,5000,9800,0,1,0.8268,0.0,25482.0,399084.0,61264.0,8109.0,468457.0,406148.0,0.8273,407205.0,0.8235,404303.0,0.8133,375470.0,0.7822
2024-03-12,dam_smba,72,3,1.0,6.123233995736766e-17,21.4,25.5,12.2,0.0,3.5,18.0,2500000,5000,9800,0,1,0.8263,0.0,28207.0,374677.0,69857.0,7686.0,452219.0,468457.0,0.8268,431088.0,0.8231,418098.0,0.8129,396854.0,0.7818
2024-03-13,dam_smba,73,3,1.0,6.123233995736766e-17,22.4,25.7,18.0,3.0,2.31,13.7,2500000,5000,9800,0,1,0.8314,5538320.0,18605.0,387289.0,75263.0,8045.0,470597.0,452219.0,0.8263,436717.0,0.8226,360503.0,0.8189,385584.0,0.7814
2024-03-14,dam_smba,74,3,1.0,6.123233995736766e-17,17.8,26.9,13.8,0.0,2.54,5.9,2500000,5000,9800,0,1,0.8309,0.0,20586.0,411942.0,70587.0,8118.0,490647.0,470597.0,0.8314,403651.0,0.8263,402925.0,0.8187,367953.0,0.781
2024-03-15,dam_smba,75,3,1.0,6.123233995736766e-17,20.8,24.5,15.0,0.0,3.39,14.5,2500000,5000,9800,0,1,0.8304,0.0,27458.0,420412.0,72395.0,6559.0,499367.0,490647.0,0.8309,383737.0,0.8259,408152.0,0.8183,370173.0,0.7806
2024-03-16,dam_smba,76,3,1.0,6.123233995736766e-17,23.6,27.0,20.2,0.0,4.22,11.9,2500000,5000,9800,0,1,0.8298,0.0,34158.0,417699.0,68862.0,7028.0,493589.0,499367.0,0.8304,417328.0,0.8254,411209.0,0.8178,411557.0,0.7802
2024-03-17,dam_smba,77,3,1.0,6.123233995736766e-17,20.4,24.0,16.6,5.2,3.53,15.6,2500000,5000,9800,0,1,0.843,13342619.0,28555.0,425451.0,65149.0,9268.0,499867.0,493589.0,0.8298,406148.0,0.8273,406077.0,0.824,403018.0,0.8018
2024-03-18,dam_smba,78,3,1.0,6.123233995736766e-17,25.5,28.8,21.0,11.0,2.74,16.8,2500000,5000,9800,0,1,0.8673,24222735.0,22515.0,384768.0,61867.0,8360.0,454995.0,499867.0,0.843,468457.0,0.8268,407205.0,0.8235,393157.0,0.8014
2024-03-19,dam_smba,79,3,1.0,6.123233995736766e-17,21.4,27.1,16.4,1.5,3.16,15.6,2500000,5000,9800,0,1,0.8709,3941640.0,26717.0,396642.0,70620.0,7572.0,474835.0,454995.0,0.8673,452219.0,0.8263,431088.0,0.8231,390058.0,0.801
2024-03-20,dam_smba,80,3,1.0,6.123233995736766e-17,22.2,28.9,18.3,0.0,3.99,16.9,2500000,5000,9800,0,1,0.8703,0.0,33872.0,410383.0,75248.0,6653.0,492284.0,474835.0,0.8709,470597.0,0.8314,436717.0,0.8226,395629.0,0.8006
2024-03-21,dam_smba,81,3,1.0,6.123233995736766e-17,23.5,28.5,18.2,0.0,3.54,12.7,2500000,5000,9800,0,1,0.8698,0.0,30033.0,436276.0,65795.0,7170.0,509241.0,492284.0,0.8703,490647.0,0.8309,403651.0,0.8263,400741.0,0.8002
2024-03-22,dam_smba,82,3,1.0,6.123233995736766e-17,20.8,24.6,17.6,0.0,3.77,12.6,2500000,5000,9800,0,1,0.8692,0.0,31964.0,440992.0,74941.0,7883.0,523815.0,509241.0,0.8698,499367.0,0.8304,383737.0,0.8259,402520.0,0.7997
2024-03-23,dam_smba,83,3,1.0,6.123233995736766e-17,24.8,28.6,21.7,0.0,3.9,10.6,2500000,5000,9800,0,1,0.8686,0.0,33044.0,452551.0,73495.0,6997.0,533042.0,523815.0,0.8692,493589.0,0.8298,417328.0,0.8254,404390.0,0.8105
2024-03-24,dam_smba,84,3,1.0,6.123233995736766e-17,23.0,27.2,17.5,0.0,4.53,18.7,2500000,5000,9800,0,1,0.8681,0.0,38357.0,379055.0,68499.0,8840.0,456394.0,533042.0,0.8686,499867.0,0.843,406148.0,0.8273,410674.0,0.8101
2024-03-25,dam_smba,85,3,1.0,6.123233995736766e-17,22.7,27.3,16.8,0.0,3.38,17.1,2500000,5000,9800,0,1,0.8676,0.0,28603.0,431384.0,67819.0,7754.0,506957.0,456394.0,0.8681,454995.0,0.8673,468457.0,0.8268,398933.0,0.8142
2024-03-26,dam_smba,86,3,1.0,6.123233995736766e-17,27.4,31.4,23.1,0.0,3.36,15.7,2500000,5000,9800,0,1,0.867,0.0,28415.0,400966.0,73219.0,8306.0,482491.0,506957.0,0.8676,474835.0,0.8709,452219.0,0.8263,387619.0,0.8138
2024-03-27,dam_smba,87,3,1.0,6.123233995736766e-17,27.1,31.5,23.0,4.6,3.81,13.4,2500000,5000,9800,0,1,0.8772,10461472.0,32201.0,431239.0,72091.0,8697.0,512027.0,482491.0,0.867,492284.0,0.8703,470597.0,0.8314,404303.0,0.8133
2024-03-28,dam_smba,88,3,1.0,6.123233995736766e-17,25.2,34.3,19.9,0.0,4.71,13.1,2500000,5000,9800,0,1,0.8766,0.0,40275.0,435292.0,76016.0,7690.0,518998.0,512027.0,0.8772,509241.0,0.8698,490647.0,0.8309,418098.0,0.8129
2024-03-29,dam_smba,89,3,1.0,6.123233995736766e-17,22.5,29.6,15.8,0.0,4.4,11.9,2500000,5000,9800,0,1,0.8761,0.0,37600.0,408249.0,74613.0,8548.0,491411.0,518998.0,0.8766,523815.0,0.8692,499367.0,0.8304,360503.0,0.8189
2024-03-30,dam_smba,90,3,1.0,6.123233995736766e-17,24.3,28.2,19.0,0.0,4.54,15.7,2500000,5000,9800,1,1,0.8755,0.0,38772.0,443313.0,75625.0,50967.0,569904.0,491411.0,0.8761,533042.0,0.8686,493589.0,0.8298,402925.0,0.8187
2024-03-31,dam_smba,91,3,1.0,6.123233995736766e-17,22.7,26.1,18.1,0.0,3.93,16.4,2500000,5000,9800,1,1,0.8748,0.0,33539.0,448179.0,87863.0,58895.0,594936.0,569904.0,0.8755,456394.0,0.8681,499867.0,0.843,408152.0,0.8183
2024-04-01,dam_smba,92,4,0.8660254037844387,-0.4999999999999998,23.0,28.2,16.4,0.0,5.09,22.6,2500000,5000,9800,1,1,0.8742,0.0,43406.0,411315.0,68412.0,51280.0,531007.0,594936.0,0.8748,506957.0,0.8676,454995.0,0.8673,411209.0,0.8178
2024-04-02,dam_smba,93,4,0.8660254037844387,-0.4999999999999998,23.4,27.8,19.9,0.0,3.78,16.7,2500000,5000,9800,1,1,0.8736,0.0,32213.0,429991.0,77448.0,52940.0,560379.0,531007.0,0.8742,482491.0,0.867,474835.0,0.8709,406077.0,0.824
